UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,no_rand
8897,L56076,L,297.4,308.7,1638,31.9,131,0,0,0,0,0,0,2001
8898,M23757,M,297.3,308.7,1577,35.6,133,0,0,0,0,0,0,562
8899,L56078,L,297.4,308.6,1532,38.7,136,0,0,0,0,0,0,1608
8900,M23759,M,297.3,308.5,1710,27.7,138,0,0,0,0,0,0,9169
8901,M23760,M,297.3,308.6,1584,29.4,141,0,0,0,0,0,0,4137
8902,L56081,L,297.3,308.6,1446,50.1,144,0,0,0,0,0,0,9137
8903,H38316,H,297.4,308.7,1522,46.3,146,0,0,0,0,0,0,4733
8904,M23763,M,297.4,308.7,1382,49.9,151,0,0,0,0,0,0,8098
8905,L56084,L,297.4,308.7,1584,38.2,154,0,0,0,0,0,0,9543
8906,L56085,L,297.3,308.6,1385,55.2,156,0,0,0,0,0,0,6304
8907,L56086,L,297.3,308.7,1592,34.4,158,0,0,0,0,0,0,7488
8908,M23767,M,297.2,308.6,1404,43.7,160,0,0,0,0,0,0,9559
8909,L56088,L,297.2,308.5,1518,44.3,163,0,0,0,0,0,0,8365
8910,L56089,L,297.1,308.4,1529,40.4,165,0,0,0,0,0,0,2059
8911,L56090,L,297.1,308.4,1550,37,167,0,0,0,0,0,0,3544
8912,L56091,L,297.1,308.3,1773,23.8,169,0,0,0,0,0,0,127
8913,L56092,L,297.2,308.5,1446,43.7,171,0,0,0,0,0,0,7583
8914,M23773,M,297.2,308.5,1487,46.9,173,0,0,0,0,0,0,8299
8915,M23774,M,297.3,308.5,1524,49.3,176,0,0,0,0,0,0,2333
8916,L56095,L,297.1,308.3,1403,54.1,179,0,0,0,0,0,0,3478
8917,L56096,L,297.1,308.2,2267,15.7,181,0,0,0,0,0,0,8892
8918,M23777,M,297.1,308.2,1529,37.9,183,0,0,0,0,0,0,1371
8919,L56098,L,297.1,308.2,1402,51.2,186,0,0,0,0,0,0,3133
8920,L56099,L,297.2,308.3,1693,28,188,0,0,0,0,0,0,9412
8921,L56100,L,297.1,308.3,1496,45.8,190,0,0,0,0,0,0,6013
8922,L56101,L,297.1,308.1,1633,33.3,192,0,0,0,0,0,0,6106
8923,L56102,L,297.1,308.2,1399,42.6,194,0,0,0,0,0,0,98
8924,M23783,M,297,308.1,1363,45.3,196,0,0,0,0,0,0,9063
8925,H38338,H,297.1,308.2,1527,42.2,199,0,0,0,0,0,0,3855
8926,M23785,M,297.2,308.2,1405,42.5,204,0,0,0,0,0,0,1092
8927,M23786,M,297.3,308.3,1459,59.6,207,1,0,0,1,1,0,1213
8928,M23787,M,297.4,308.4,1789,25,210,0,0,0,0,0,0,8881
8929,L56108,L,297.4,308.4,1531,41.5,213,0,0,0,0,0,0,4839
8930,M23789,M,297.4,308.4,1620,35.8,215,0,0,0,0,0,0,467
8931,L56110,L,297.4,308.4,1571,39.4,0,0,0,0,0,0,0,2885
8932,L56111,L,297.4,308.4,1434,39.9,2,0,0,0,0,0,0,7224
8933,L56112,L,297.4,308.4,1474,43.6,4,0,0,0,0,0,0,5679
8934,M23793,M,297.3,308.3,1544,41.7,6,0,0,0,0,0,0,7667
8935,L56114,L,297.3,308.2,1601,35.7,9,0,0,0,0,0,0,5858
8936,L56115,L,297.4,308.3,1801,26.9,11,0,0,0,0,0,0,7020
8937,L56116,L,297.4,308.3,1465,42,13,0,0,0,0,0,0,4251
8938,M23797,M,297.4,308.4,1340,52.6,15,0,0,0,0,0,0,4209
8939,M23798,M,297.4,308.4,1517,41,18,0,0,0,0,0,0,7400
8940,M23799,M,297.3,308.4,1434,44.8,21,0,0,0,0,0,0,308
8941,H38354,H,297.3,308.3,1935,19.3,24,0,0,0,0,0,0,6007
8942,M23801,M,297.3,308.3,1595,32.2,29,0,0,0,0,0,0,1954
8943,L56122,L,297.3,308.3,2188,17,32,0,0,0,0,0,0,8039
8944,M23803,M,297.3,308.4,1449,44.4,34,0,0,0,0,0,0,8215
8945,L56124,L,297.3,308.3,1471,38.2,37,0,0,0,0,0,0,1757
8946,L56125,L,297.4,308.2,1639,33.8,39,0,0,0,0,0,0,8255
8947,M23806,M,297.3,308.2,1846,24.5,41,0,0,0,0,0,0,8063
8948,M23807,M,297.3,308.2,1452,38.2,44,0,0,0,0,0,0,8107
8949,M23808,M,297.4,308.3,1483,41.9,47,0,0,0,0,0,0,588
8950,L56129,L,297.4,308.3,1284,60.3,50,0,0,0,0,0,0,7824
8951,L56130,L,297.4,308.2,1419,50,52,0,0,0,0,0,0,1037
8952,L56131,L,297.3,308.1,1763,28.4,54,0,0,0,0,0,0,2831
8953,M23812,M,297.2,308,1478,42.5,56,0,0,0,0,0,0,6319
8954,L56133,L,297.3,308,1518,36,59,0,0,0,0,0,0,6831
8955,L56134,L,297.3,308,1447,49,61,0,0,0,0,0,0,3535
8956,M23815,M,297.4,308,1355,55.1,63,0,0,0,0,0,0,4593
8957,L56136,L,297.4,308.1,1348,57.4,66,0,0,0,0,0,0,9578
8958,L56137,L,297.4,308.1,1348,53.7,68,0,0,0,0,0,0,2214
8959,M23818,M,297.4,308.1,1734,27.7,70,0,0,0,0,0,0,2439
8960,L56139,L,297.3,308,1420,46.5,73,0,0,0,0,0,0,4212
8961,L56140,L,297.3,307.9,1797,24.7,75,0,0,0,0,0,0,4376
8962,M23821,M,297.3,308,1403,45,77,0,0,0,0,0,0,6438
8963,L56142,L,297.3,307.9,1628,30.2,80,0,0,0,0,0,0,7145
8964,M23823,M,297.2,307.9,1687,30.4,82,0,0,0,0,0,0,8806
8965,M23824,M,297.2,307.9,1456,44.9,85,0,0,0,0,0,0,6453
8966,L56145,L,297.1,307.9,1496,44.7,88,0,0,0,0,0,0,4041
8967,L56146,L,297.1,307.8,1636,30.3,90,0,0,0,0,0,0,9003
8968,L56147,L,297.1,307.8,1536,40.4,92,0,0,0,0,0,0,8324
8969,L56148,L,297.1,307.8,1454,50.6,94,0,0,0,0,0,0,9880
8970,L56149,L,297,307.8,1396,50,96,0,0,0,0,0,0,7366
8971,L56150,L,297,307.6,1575,37.4,98,0,0,0,0,0,0,7893
8972,L56151,L,296.9,307.6,1514,35.7,100,0,0,0,0,0,0,8802
8973,M23832,M,296.8,307.4,1455,49.9,102,0,0,0,0,0,0,9844
8974,L56153,L,296.8,307.4,1549,48.3,105,0,0,0,0,0,0,6773
8975,L56154,L,296.8,307.5,1474,42.4,107,0,0,0,0,0,0,9249
8976,H38389,H,296.7,307.4,1661,34.2,109,0,0,0,0,0,0,2006
8977,L56156,L,296.7,307.4,1535,34.6,114,0,0,0,0,0,0,3457
8978,M23837,M,296.9,307.5,1556,31.2,116,0,0,0,0,0,0,3869
8979,L56158,L,296.9,307.6,1435,45,119,0,0,0,0,0,0,8021
8980,M23839,M,296.9,307.5,1332,51.1,121,0,0,0,0,0,0,7717
8981,L56160,L,297,307.6,1513,42.4,124,0,0,0,0,0,0,224
8982,L56161,L,297,307.7,1502,39.4,126,0,0,0,0,0,0,1185
8983,L56162,L,297,307.7,1315,60.1,128,0,0,0,0,0,0,4235
8984,M23843,M,297,307.7,1261,51.1,130,0,0,0,0,0,0,4423
8985,L56164,L,297.1,307.8,1406,60.4,133,0,0,0,0,0,0,631
8986,L56165,L,297.1,307.8,1584,42.3,135,0,0,0,0,0,0,5295
8987,M23846,M,297.1,307.8,1443,43.9,137,0,0,0,0,0,0,9887
8988,L56167,L,297.2,307.9,1580,35.8,140,0,0,0,0,0,0,598
8989,L56168,L,297.2,307.9,1825,24.6,142,0,0,0,0,0,0,8361
8990,L56169,L,297.2,307.9,1469,48.2,144,0,0,0,0,0,0,1597
8991,L56170,L,297.2,307.9,1493,38.4,146,0,0,0,0,0,0,261
8992,M23851,M,297.3,308,1598,29.4,148,0,0,0,0,0,0,8058
8993,H38406,H,297.2,307.9,1450,37.2,151,0,0,0,0,0,0,4125
8994,M23853,M,297.2,307.9,1632,37.5,156,0,0,0,0,0,0,9252
8995,M23854,M,297.1,307.9,1980,20.3,159,0,0,0,0,0,0,6791
8996,L56175,L,297.2,308,1474,43.7,162,0,0,0,0,0,0,4928
8997,L56176,L,297.2,307.9,1540,37.1,164,0,0,0,0,0,0,8603
8998,M23857,M,297.1,307.9,1609,38.9,166,0,0,0,0,0,0,9259
8999,L56178,L,297.1,308,1467,42.8,169,0,0,0,0,0,0,4869
9000,L56179,L,297.1,307.9,1492,39.4,171,0,0,0,0,0,0,6712
9001,L56180,L,297,307.9,1493,46.1,173,0,0,0,0,0,0,9707
9002,L56181,L,297,307.8,1500,39.9,175,0,0,0,0,0,0,8186
9003,L56182,L,297.1,307.8,1477,36.6,177,0,0,0,0,0,0,3763
9004,L56183,L,297.1,307.9,1342,49.1,179,0,0,0,0,0,0,3443
9005,M23864,M,297.1,307.8,1538,34.3,181,0,0,0,0,0,0,1253
9006,L56185,L,297.2,307.9,1337,58.1,184,0,0,0,0,0,0,1211
9007,L56186,L,297.3,307.9,1417,41.8,186,0,0,0,0,0,0,4056
9008,L56187,L,297.4,308,1383,46.2,188,0,0,0,0,0,0,8307
9009,M23868,M,297.4,308,1440,42.4,190,0,0,0,0,0,0,9805
9010,L56189,L,297.3,307.9,1579,34.4,193,0,0,0,0,0,0,3789
9011,L56190,L,297.2,307.9,1441,40,195,0,0,0,0,0,0,6321
9012,M23871,M,297.2,307.9,1530,35.9,197,0,0,0,0,0,0,9391
9013,L56192,L,297.2,308,1705,26,200,0,0,0,0,0,0,8805
9014,H38427,H,297.2,308,1435,43,202,0,0,0,0,0,0,9525
9015,M23874,M,297.2,308.1,1340,61.3,207,1,0,0,0,1,0,3349
9016,L56195,L,297.2,308.1,1431,49.7,210,1,0,0,0,0,0,2204
9017,L56196,L,297.3,308.2,1396,52.7,212,1,0,0,0,1,0,310
9018,M23877,M,297.3,308.1,1369,52,214,0,0,0,0,0,0,4510
9019,L56198,L,297.3,308.1,1615,35.4,217,1,1,0,0,0,0,1355
9020,L56199,L,297.2,308.1,1662,31.3,0,0,0,0,0,0,0,841
9021,L56200,L,297.3,308.2,1553,33.5,2,0,0,0,0,0,0,1199
9022,M23881,M,297.4,308.2,1536,34.6,4,0,0,0,0,0,0,171
9023,L56202,L,297.4,308.3,1548,46.6,7,0,0,0,0,0,0,5347
9024,L56203,L,297.4,308.3,1706,30.9,9,0,0,0,0,0,0,1871
9025,L56204,L,297.4,308.3,1366,45.5,11,0,0,0,0,0,0,7828
9026,L56205,L,297.5,308.4,1440,35.9,13,0,0,0,0,0,0,875
9027,M23886,M,297.5,308.4,1685,28.1,15,0,0,0,0,0,0,9973
9028,M23887,M,297.4,308.3,1444,44,18,0,0,0,0,0,0,9943
9029,L56208,L,297.4,308.3,1395,48.7,21,0,0,0,0,0,0,7812
9030,L56209,L,297.4,308.3,1483,38.8,23,0,0,0,0,0,0,7276
9031,M23890,M,297.5,308.4,1403,44.3,25,0,0,0,0,0,0,9489
9032,H38445,H,297.5,308.4,1793,23.9,28,0,0,0,0,0,0,9539
9033,L56212,L,297.4,308.3,1723,28.8,33,0,0,0,0,0,0,5178
9034,L56213,L,297.4,308.2,1386,41,35,0,0,0,0,0,0,4368
9035,H38448,H,297.4,308.2,1585,46.2,37,0,0,0,0,0,0,8524
9036,M23895,M,297.3,308.1,1731,27.7,42,0,0,0,0,0,0,2801
9037,L56216,L,297.3,308.3,1519,37.7,45,0,0,0,0,0,0,8590
9038,L56217,L,297.3,308.2,1896,24.4,47,0,0,0,0,0,0,6074
9039,L56218,L,297.3,308.3,2358,14.9,49,0,0,0,0,0,0,8416
9040,M23899,M,297.3,308.3,1341,51.9,51,0,0,0,0,0,0,9078
9041,L56220,L,297.3,308.3,1550,37,54,0,0,0,0,0,0,2424
9042,L56221,L,297.3,308.3,1309,61.5,56,0,0,0,0,0,0,2204
9043,M23902,M,297.3,308.4,1599,32.9,58,0,0,0,0,0,0,5638
9044,L56223,L,297.4,308.4,1343,40,61,0,0,0,0,0,0,9626
9045,L56224,L,297.4,308.4,1378,39.9,63,0,0,0,0,0,0,820
9046,L56225,L,297.4,308.4,1603,34.6,65,0,0,0,0,0,0,9237
9047,L56226,L,297.4,308.4,1664,28.1,67,0,0,0,0,0,0,6607
9048,L56227,L,297.3,308.4,1488,37.4,69,0,0,0,0,0,0,5682
9049,M23908,M,297.3,308.4,1370,50.5,71,0,0,0,0,0,0,7765
9050,L56229,L,297.3,308.5,1545,34.3,74,0,0,0,0,0,0,9190
9051,M23910,M,297.4,308.5,1566,31.4,76,0,0,0,0,0,0,7795
9052,L56231,L,297.4,308.6,1820,24.6,79,0,0,0,0,0,0,6256
9053,M23912,M,297.4,308.6,1901,22.1,81,0,0,0,0,0,0,2163
9054,M23913,M,297.4,308.5,1638,32.2,84,0,0,0,0,0,0,7932
9055,M23914,M,297.3,308.4,1521,38.2,87,0,0,0,0,0,0,1965
9056,H38469,H,297.3,308.4,1864,23.1,90,0,0,0,0,0,0,8634
9057,L56236,L,297.3,308.3,1430,41.9,95,0,0,0,0,0,0,741
9058,M23917,M,297.3,308.4,1686,34.5,97,0,0,0,0,0,0,9513
9059,M23918,M,297.2,308.3,1326,57.2,100,0,0,0,0,0,0,6646
9060,L56239,L,297.2,308.3,1805,25.6,103,0,0,0,0,0,0,4547
9061,H38474,H,297.2,308.3,1453,45.8,105,0,0,0,0,0,0,8934
9062,M23921,M,297.2,308.4,1863,26,110,0,0,0,0,0,0,5068
9063,L56242,L,297.2,308.3,1576,35.3,113,0,0,0,0,0,0,6285
9064,L56243,L,297.2,308.3,1419,39.7,115,0,0,0,0,0,0,2042
9065,L56244,L,297.2,308.4,1833,25.2,117,0,0,0,0,0,0,2107
9066,H38479,H,297.2,308.4,2182,17.3,119,0,0,0,0,0,0,3404
9067,L56246,L,297.2,308.3,1656,30.3,124,0,0,0,0,0,0,2848
9068,L56247,L,297.1,308.2,1351,56.6,126,0,0,0,0,0,0,4828
9069,H38482,H,297.1,308.2,1790,30.3,128,0,0,0,0,0,0,6472
9070,M23929,M,297.2,308.2,1678,28.1,133,0,0,0,0,0,0,6865
9071,L56250,L,297.1,308.2,1427,45.2,136,0,0,0,0,0,0,1989
9072,L56251,L,297,308.1,1429,54,138,0,0,0,0,0,0,5324
9073,H38486,H,297.2,308.1,1770,27.2,140,0,0,0,0,0,0,7337
9074,L56253,L,297.2,308.1,1689,31.2,145,0,0,0,0,0,0,5142
9075,M23934,M,297.2,308.1,1554,41.3,147,0,0,0,0,0,0,1316
9076,L56255,L,297.3,308.1,1506,36,150,0,0,0,0,0,0,817
9077,L56256,L,297.2,308.1,1474,44.3,152,0,0,0,0,0,0,8901
9078,L56257,L,297.3,308.1,1762,26.1,154,0,0,0,0,0,0,2917
9079,L56258,L,297.3,308.1,1566,35.7,156,0,0,0,0,0,0,5288
9080,H38493,H,297.3,308.1,1554,42.4,158,0,0,0,0,0,0,2005
9081,L56260,L,297.2,308,1869,25.4,163,0,0,0,0,0,0,446
9082,L56261,L,297.3,308,1527,35.1,165,0,0,0,0,0,0,2594
9083,L56262,L,297.2,307.9,1309,49.6,167,0,0,0,0,0,0,4733
9084,M23943,M,297.2,307.9,1541,35.7,169,0,0,0,0,0,0,1271
9085,L56264,L,297.2,307.9,1326,75.4,172,1,0,0,1,1,0,6352
9086,H38499,H,297.1,307.9,1365,54,174,0,0,0,0,0,0,5993
9087,L56266,L,297.1,307.8,1428,43.7,179,0,0,0,0,0,0,6038
9088,L56267,L,297.1,307.8,1681,27.6,181,0,0,0,0,0,0,495
9089,M23948,M,297.1,307.9,1662,26.9,183,0,0,0,0,0,0,8580
9090,L56269,L,297.2,307.9,1989,20.3,186,0,0,0,0,0,0,2510
9091,M23950,M,297.2,307.9,1747,29,188,0,0,0,0,0,0,9752
9092,M23951,M,297.2,308,1765,31.1,191,0,0,0,0,0,0,6886
9093,L56272,L,297.3,308.1,1568,34.4,194,0,0,0,0,0,0,6399
9094,M23953,M,297.3,308.1,1709,30.6,196,0,0,0,0,0,0,4483
9095,M23954,M,297.3,308.1,1370,58.8,199,0,0,0,0,0,0,3999
9096,L56275,L,297.3,308.1,1458,45.7,202,0,0,0,0,0,0,3790
9097,L56276,L,297.2,308.1,1712,30.9,204,0,0,0,0,0,0,1390
9098,L56277,L,297.3,308.1,1642,36.9,206,0,0,0,0,0,0,839
9099,L56278,L,297.3,308.1,1468,49.8,0,0,0,0,0,0,0,9618
9100,H38513,H,297.3,308.1,1477,52.3,2,0,0,0,0,0,0,9111
9101,L56280,L,297.3,308.2,1446,53.5,7,0,0,0,0,0,0,8462
9102,H38515,H,297.3,308.2,1653,31.4,9,0,0,0,0,0,0,2951
9103,L56282,L,297.3,308.3,1494,38.2,14,0,0,0,0,0,0,1570
9104,L56283,L,297.3,308.2,1490,41,16,0,0,0,0,0,0,1683
9105,M23964,M,297.4,308.3,1550,47.8,18,0,0,0,0,0,0,1247
9106,M23965,M,297.3,308.2,1677,34.9,21,0,0,0,0,0,0,9964
9107,L56286,L,297.4,308.3,1854,21.8,24,0,0,0,0,0,0,7210
9108,M23967,M,297.5,308.5,1662,30.3,26,0,0,0,0,0,0,7290
9109,M23968,M,297.5,308.6,1440,38.8,29,0,0,0,0,0,0,9442
9110,L56289,L,297.5,308.6,1513,39.7,32,0,0,0,0,0,0,5093
9111,M23970,M,297.6,308.6,1389,49,34,0,0,0,0,0,0,7293
9112,L56291,L,297.6,308.6,1351,51,37,0,0,0,0,0,0,5586
9113,M23972,M,297.6,308.6,1482,38.3,39,0,0,0,0,0,0,870
9114,L56293,L,297.6,308.6,1744,28.5,42,0,0,0,0,0,0,9221
9115,L56294,L,297.6,308.7,1476,39,44,0,0,0,0,0,0,2269
9116,M23975,M,297.6,308.6,1444,48.2,46,0,0,0,0,0,0,19
9117,H38530,H,297.6,308.7,1659,32.1,49,0,0,0,0,0,0,2237
9118,M23977,M,297.6,308.7,1475,46.6,54,0,0,0,0,0,0,62
9119,L56298,L,297.6,308.6,1526,42.1,57,0,0,0,0,0,0,8989
9120,M23979,M,297.4,308.4,1675,29.5,59,0,0,0,0,0,0,6941
9121,L56300,L,297.4,308.4,1525,38.7,62,0,0,0,0,0,0,7409
9122,L56301,L,297.3,308.3,1396,45.9,64,0,0,0,0,0,0,2047
9123,L56302,L,297.4,308.4,1580,41.2,66,0,0,0,0,0,0,8625
9124,L56303,L,297.4,308.5,1462,42.8,68,0,0,0,0,0,0,3183
9125,L56304,L,297.4,308.4,1426,50.4,70,0,0,0,0,0,0,625
9126,L56305,L,297.4,308.5,1569,34.2,72,0,0,0,0,0,0,6630
9127,L56306,L,297.4,308.5,1477,40.7,74,0,0,0,0,0,0,1555
9128,L56307,L,297.4,308.5,1761,27.2,76,0,0,0,0,0,0,7287
9129,M23988,M,297.5,308.6,1486,45.9,78,0,0,0,0,0,0,931
9130,L56309,L,297.6,308.6,1664,30.1,81,0,0,0,0,0,0,7743
9131,L56310,L,297.6,308.6,1576,32.7,83,0,0,0,0,0,0,4372
9132,H38545,H,297.6,308.6,1463,46.7,85,0,0,0,0,0,0,1630
9133,M23992,M,297.6,308.6,1585,42,90,0,0,0,0,0,0,264
9134,L56313,L,297.7,308.7,1479,45.7,93,0,0,0,0,0,0,8964
9135,L56314,L,297.7,308.7,1449,40.2,95,0,0,0,0,0,0,7870
9136,H38549,H,297.7,308.8,1404,50.3,97,0,0,0,0,0,0,7147
9137,L56316,L,297.7,308.7,1694,29.1,102,0,0,0,0,0,0,6370
9138,L56317,L,297.7,308.7,1731,28.4,104,0,0,0,0,0,0,1727
9139,L56318,L,297.6,308.6,1522,37,106,0,0,0,0,0,0,3169
9140,L56319,L,297.5,308.5,1536,36.9,108,0,0,0,0,0,0,3457
9141,L56320,L,297.5,308.5,1373,39.9,110,0,0,0,0,0,0,9033
9142,L56321,L,297.5,308.5,1597,36.4,112,0,0,0,0,0,0,4352
9143,L56322,L,297.6,308.5,1678,34.2,114,0,0,0,0,0,0,9760
9144,L56323,L,297.6,308.5,1452,42.6,116,0,0,0,0,0,0,527
9145,M24004,M,297.5,308.5,1447,41.6,118,0,0,0,0,0,0,816
9146,L56325,L,297.6,308.5,1574,37.1,121,0,0,0,0,0,0,5331
9147,L56326,L,297.6,308.6,1528,40,123,0,0,0,0,0,0,9634
9148,L56327,L,297.7,308.7,1688,27.2,125,0,0,0,0,0,0,4914
9149,L56328,L,297.6,308.6,1393,40.4,127,0,0,0,0,0,0,2346
9150,M24009,M,297.5,308.6,1429,50.5,129,0,0,0,0,0,0,9693
9151,M24010,M,297.5,308.6,1347,57,132,0,0,0,0,0,0,6828
9152,L56331,L,297.6,308.6,1553,40.5,135,0,0,0,0,0,0,1689
9153,L56332,L,297.5,308.6,1260,53.6,137,0,0,0,0,0,0,8792
9154,L56333,L,297.5,308.6,1546,33.8,139,0,0,0,0,0,0,4790
9155,L56334,L,297.5,308.6,1596,36,141,0,0,0,0,0,0,8053
9156,L56335,L,297.5,308.5,1340,57.4,143,0,0,0,0,0,0,5173
9157,M24016,M,297.5,308.4,1369,54.8,145,0,0,0,0,0,0,6585
9158,L56337,L,297.5,308.5,1462,52.3,148,0,0,0,0,0,0,2735
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0,0,0,0,0,4923
9160,M24019,M,297.5,308.6,1510,35.5,155,0,0,0,0,0,0,6688
9161,H38574,H,297.5,308.5,1671,28,158,0,0,0,0,0,0,8335
9162,M24021,M,297.5,308.5,1612,30,163,0,0,0,0,0,0,3318
9163,M24022,M,297.6,308.6,1509,39.7,166,0,0,0,0,0,0,9305
9164,L56343,L,297.6,308.6,1415,47.3,169,0,0,0,0,0,0,3900
9165,L56344,L,297.6,308.6,2384,14.4,171,0,0,0,0,0,0,9751
9166,L56345,L,297.6,308.6,1326,62.4,173,0,0,0,0,0,0,2153
9167,M24026,M,297.6,308.6,1390,53.4,175,0,0,0,0,0,0,3202
9168,M24027,M,297.6,308.7,1392,41.2,178,0,0,0,0,0,0,9222
9169,H38582,H,297.6,308.8,1385,44.4,181,0,0,0,0,0,0,6788
9170,L56349,L,297.7,308.8,1896,24.5,186,0,0,0,0,0,0,3965
9171,L56350,L,297.7,308.7,1474,46.8,188,0,0,0,0,0,0,948
9172,M24031,M,297.7,308.8,1388,45.6,190,0,0,0,0,0,0,1702
9173,L56352,L,297.7,308.9,1715,27.2,193,0,0,0,0,0,0,6831
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0,8227
9175,L56354,L,297.8,308.9,1871,25.6,200,1,1,0,0,0,0,2777
9176,L56355,L,297.8,309,1403,64.2,0,1,0,0,1,0,0,6009
9177,L56356,L,297.8,308.9,1518,40.4,2,0,0,0,0,0,0,8603
9178,L56357,L,297.9,309.1,1504,43,4,0,0,0,0,0,0,2278
9179,L56358,L,297.8,309,1340,56.9,6,0,0,0,0,0,0,3429
9180,H38593,H,297.9,309.1,1435,44.7,8,0,0,0,0,0,0,1121
9181,L56360,L,297.9,309.1,1507,36.9,13,0,0,0,0,0,0,5176
9182,L56361,L,297.9,309.1,1521,36.1,15,0,0,0,0,0,0,3816
9183,M24042,M,297.8,309,1576,45,17,0,0,0,0,0,0,5848
9184,L56363,L,297.9,309.1,1543,36.6,20,0,0,0,0,0,0,8670
9185,L56364,L,298,309.2,1665,36.6,22,0,0,0,0,0,0,2714
9186,L56365,L,297.9,309.1,1442,50.3,24,0,0,0,0,0,0,2150
9187,L56366,L,297.9,309,1629,29,26,0,0,0,0,0,0,4209
9188,L56367,L,297.9,309,1379,47.3,28,0,0,0,0,0,0,3347
9189,L56368,L,297.9,309,1502,40.2,30,0,0,0,0,0,0,5867
9190,L56369,L,297.9,309.1,1595,32,32,0,0,0,0,0,0,5105
9191,M24050,M,298,309,1439,38.5,34,0,0,0,0,0,0,6751
9192,M24051,M,297.9,309,1970,21.6,37,0,0,0,0,0,0,3700
9193,L56372,L,297.9,309,1562,35.8,40,0,0,0,0,0,0,8153
9194,M24053,M,297.9,309,1530,40.9,42,0,0,0,0,0,0,5689
9195,L56374,L,297.9,308.9,1393,40.6,45,0,0,0,0,0,0,1341
9196,L56375,L,297.9,309,1532,37.6,47,0,0,0,0,0,0,4152
9197,L56376,L,298,308.9,1607,37.7,49,0,0,0,0,0,0,1354
9198,M24057,M,297.9,308.8,1469,49,51,0,0,0,0,0,0,6191
9199,M24058,M,297.9,308.8,1538,37.6,54,0,0,0,0,0,0,449
9200,L56379,L,297.9,308.8,1613,31.4,57,0,0,0,0,0,0,7834
9201,M24060,M,297.9,308.8,1602,32.1,59,0,0,0,0,0,0,6522
9202,L56381,L,297.8,308.7,1404,44.2,62,0,0,0,0,0,0,2467
9203,L56382,L,297.8,308.8,1548,36.9,64,0,0,0,0,0,0,3524
9204,L56383,L,297.8,308.8,1559,35.2,66,0,0,0,0,0,0,5520
9205,L56384,L,297.8,308.8,1621,36.1,68,0,0,0,0,0,0,8115
9206,L56385,L,297.8,308.8,1579,32.9,70,0,0,0,0,0,0,1189
9207,M24066,M,297.9,308.9,1547,44,72,0,0,0,0,0,0,852
9208,L56387,L,297.9,308.8,1386,48.6,75,0,0,0,0,0,0,8009
9209,L56388,L,298,308.9,1406,40.9,77,0,0,0,0,0,0,1069
9210,M24069,M,298,309,1393,55.9,79,0,0,0,0,0,0,1876
9211,M24070,M,297.9,309,2456,13.9,82,0,0,0,0,0,0,1961
9212,M24071,M,298,309,1409,49.1,85,0,0,0,0,0,0,9021
9213,L56392,L,298,308.9,1390,53.9,88,0,0,0,0,0,0,1858
9214,L56393,L,298,309,1679,32.4,90,0,0,0,0,0,0,8975
9215,L56394,L,298,308.9,1508,37.1,92,0,0,0,0,0,0,8123
9216,L56395,L,297.9,308.8,1681,31.7,94,0,0,0,0,0,0,1707
9217,H38630,H,297.7,308.8,1469,43.7,96,0,0,0,0,0,0,1367
9218,L56397,L,297.8,308.8,1421,49.6,101,0,0,0,0,0,0,7329
9219,L56398,L,297.7,308.8,1354,50.2,103,0,0,0,0,0,0,5576
9220,M24079,M,297.7,308.8,1350,57,105,0,0,0,0,0,0,7069
9221,L56400,L,297.8,308.9,1282,58.1,108,0,0,0,0,0,0,8283
9222,M24081,M,297.8,309,1675,30,110,0,0,0,0,0,0,2073
9223,M24082,M,297.9,309,1525,38.5,113,0,0,0,0,0,0,3370
9224,L56403,L,297.9,309,1382,43.9,116,0,0,0,0,0,0,4165
9225,L56404,L,297.9,309,1450,46.8,118,0,0,0,0,0,0,7810
9226,L56405,L,298,309.1,1820,23.6,120,0,0,0,0,0,0,6565
9227,L56406,L,298,309.1,1822,23.5,122,0,0,0,0,0,0,6373
9228,L56407,L,298,309.1,1473,44.3,124,0,0,0,0,0,0,8938
9229,M24088,M,298.1,309.1,1572,37.5,126,0,0,0,0,0,0,5084
9230,M24089,M,298.1,309,2042,17.8,129,0,0,0,0,0,0,25
9231,L56410,L,298.2,309.2,1922,22.6,132,0,0,0,0,0,0,1486
9232,L56411,L,298.2,309.1,1539,36.5,134,0,0,0,0,0,0,4891
9233,L56412,L,298.2,309.1,1350,52,136,0,0,0,0,0,0,8415
9234,L56413,L,298.3,309.1,1403,45.1,138,0,0,0,0,0,0,7065
9235,L56414,L,298.3,309.1,1904,20.3,140,0,0,0,0,0,0,5134
9236,M24095,M,298.2,308.9,1592,35.2,142,0,0,0,0,0,0,378
9237,L56416,L,298.1,308.7,1556,31.6,145,0,0,0,0,0,0,8865
9238,M24097,M,298.1,308.8,1811,25.4,147,0,0,0,0,0,0,6750
9239,M24098,M,298.2,308.8,1456,41.2,150,0,0,0,0,0,0,4229
9240,H38653,H,298.2,308.8,1436,51.9,153,0,0,0,0,0,0,3935
9241,M24100,M,298.1,308.7,1362,49.6,158,0,0,0,0,0,0,5788
